STT,Mã ICD-10,Tên bệnh (Tiếng Việt),Chương,Khối mã,Không làm bệnh chính,Chỉ Nữ,Chỉ Nam
5338,L94.2,Calcinosis cutis Bệnh lắng đọng calci ở da and subcutaneous tissue dưới da the skin and và mô dưới da connective tissue kết khu trú khác subcutaneous tissue disorders,XII,L00-L99,0,0,0
5339,L94.3,Sclerodactyly Xơ hóa da ở đầu chi [cứng and subcutaneous tissue dưới da the skin and và mô dưới da connective tissue kết khu trú khác ngón] subcutaneous tissue disorders,XII,L00-L99,0,0,0
5340,L94.4,Gottron papules Sẩn Gottron and subcutaneous tissue dưới da the skin and và mô dưới da connective tissue kết khu trú khác subcutaneous tissue disorders,XII,L00-L99,0,0,0
5341,L94.5,Poikiloderma Chứng da đốm teo giãn and subcutaneous tissue dưới da the skin and và mô dưới da connective tissue kết khu trú khác vasculare mạch subcutaneous tissue disorders atrophicans,XII,L00-L99,0,0,0
5342,L94.6,Ainhum Bệnh Ainhum and subcutaneous tissue dưới da the skin and và mô dưới da connective tissue kết khu trú khác subcutaneous tissue disorders,XII,L00-L99,0,0,0
5343,L94.8,Other specified Rối loạn mô liên kết khu and subcutaneous tissue dưới da the skin and và mô dưới da connective tissue kết khu trú khác localized trú xác định khác subcutaneous tissue disorders connect,XII,L00-L99,0,0,0
5344,L94.9,"Localized Bệnh mô liên kết khu trú, and subcutaneous tissue dưới da the skin and và mô dưới da connective tissue kết khu trú khác connective tissue không xác định subcutaneous tissue disorders disorde",XII,L00-L99,0,0,0
5345,L95,"Vasculitis limited Excl.: angioma Viêm mao mạch ở da, - Loại trừ: u máu L95 and subcutaneous tissue dưới da the skin and và mô dưới da to skin, not ở da, không to skin, not serpiginosum (L81.7) không ",XII,L00-L99,0,0,0
5346,L95.0,"Livedoid vasculitis Atrophie blanche (en Viêm mạch dạng mạng Teo da trắng sứ and subcutaneous tissue dưới da the skin and và mô dưới da to skin, not ở da, không plaque) lưới (thành mảng) subcutaneous ",XII,L00-L99,0,0,0
5347,L95.1,"Erythema Hồng ban rắn and subcutaneous tissue dưới da the skin and và mô dưới da to skin, not ở da, không elevatum diutinum subcutaneous tissue elsewhere phân loại mục classified khác",XII,L00-L99,0,0,0
5348,L95.8,"Other vasculitis Viêm mạch khác giới hạn and subcutaneous tissue dưới da the skin and và mô dưới da to skin, not ở da, không limited to skin ở da subcutaneous tissue elsewhere phân loại mục classified",XII,L00-L99,0,0,0
5349,L95.9,"Vasculitis limited Viêm mạch giới hạn ở da, and subcutaneous tissue dưới da the skin and và mô dưới da to skin, not ở da, không to skin, unspecified không xác định subcutaneous tissue elsewhere phân l",XII,L00-L99,0,0,0
5350,L97,"Ulcer of lower Excl.: decubitus Loét chi dưới, không phân Loại trừ: and subcutaneous tissue dưới da the skin and và mô dưới da limb, not không phân loại limb, not [pressure] ulcer and loại mục khác + ",XII,L00-L99,0,0,0
5351,L98,"Other disorders of Rối loạn khác của da L98 and subcutaneous tissue dưới da the skin and và mô dưới da skin and của da và/hoặc skin and và/hoặc mô dưới da, subcutaneous tissue subcutaneous mô dưới da,",XII,L00-L99,0,0,0
5352,L98.0,"Pyogenic U hạt sinh mủ and subcutaneous tissue dưới da the skin and và mô dưới da skin and của da và/hoặc granuloma subcutaneous tissue subcutaneous mô dưới da, tissue, not không phân loại elsewhere m",XII,L00-L99,0,0,0
5353,L98.1,Factitial dermatitis Neurotic excoriation Viêm da tự tạo Trợt da do tâm and subcutaneous tissue dưới da the skin and và mô dưới da skin and của da và/hoặc thần [chứng giật subcutaneous tissue subcutan,XII,L00-L99,0,0,0
5354,L98.2,"Febrile Bệnh da tăng bạch cầu and subcutaneous tissue dưới da the skin and và mô dưới da skin and của da và/hoặc neutrophilic trung tính có sốt [Hội subcutaneous tissue subcutaneous mô dưới da, dermat",XII,L00-L99,0,0,0
5355,L98.3,Eosinophilic Viêm mô bào tăng bạch and subcutaneous tissue dưới da the skin and và mô dưới da skin and của da và/hoặc cellulitis [Wells] cầu ái toan [Hội chứng subcutaneous tissue subcutaneous mô dưới,XII,L00-L99,0,0,0
5356,L98.4,"Chronic ulcer of Chronic ulcer of skin Loét da mạn tính, không - Loét da mạn tính and subcutaneous tissue dưới da the skin and và mô dưới da skin and của da và/hoặc skin, not NOS phân loại mục khác kh",XII,L00-L99,0,0,0
5357,L98.5,Mucinosis of skin Focal mucinosis Bệnh thoái hóa nhày ở da - Bệnh thoái hóa and subcutaneous tissue dưới da the skin and và mô dưới da skin and của da và/hoặc Lichen nhày khu trú subcutaneous tissue s,XII,L00-L99,0,0,0
5358,L98.6,Other infiltrative Excl.: hyalinosis cutis Rối loạn có thâm nhiễm - Loại trừ: bệnh and subcutaneous tissue dưới da the skin and và mô dưới da skin and của da và/hoặc disorders of skin et mucosae (E78.,XII,L00-L99,0,0,0
5359,L98.7,Excessive and Loose or sagging skin: Tình trạng thừa da - Da chùng nhão and subcutaneous tissue dưới da the skin and và mô dưới da skin and của da và/hoặc redundant skin and NOS và/hoặc thừa mô dưới d,XII,L00-L99,0,0,0
5360,L98.8,Other specified Rối loạn xác định khác ở and subcutaneous tissue dưới da the skin and và mô dưới da skin and của da và/hoặc disorders of skin da và/hoặc mô dưới da subcutaneous tissue subcutaneous mô ,XII,L00-L99,0,0,0
5361,L98.9,"Disorder of skin Rối loạn ở da và/hoặc mô and subcutaneous tissue dưới da the skin and và mô dưới da skin and của da và/hoặc and subcutaneous dưới da, không xác định subcutaneous tissue subcutaneous m",XII,L00-L99,0,0,0
5365,M00,Pyogenic arthritis [See site code at the Viêm khớp nhiễm khuẩn [Tham khảo mã vị M00 musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn beginning of this sinh mủ trí ở đầu Chương ,XIII,M00-M99,0,0,0
5366,M00.0,Staphylococcal Viêm khớp và/hoặc viêm M00.0 musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn arthritis and đa khớp do tụ cầu khuẩn and connective tissue s nhiễm sinh mủ polyart,XIII,M00-M99,0,0,0
5367,M00.00,"Staphylococcal Viêm khớp và/hoặc viêm musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn arthritis and đa khớp do tụ cầu khuẩn, and connective tissue s nhiễm sinh mủ polyarthriti",XIII,M00-M99,0,0,0
5368,M00.01,"Staphylococcal Viêm khớp và/hoặc viêm musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn arthritis and đa khớp do tụ cầu khuẩn, and connective tissue s nhiễm sinh mủ polyarthriti",XIII,M00-M99,0,0,0
5369,M00.02,"Staphylococcal Viêm khớp và/hoặc viêm musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn arthritis and đa khớp do tụ cầu khuẩn, and connective tissue s nhiễm sinh mủ polyarthriti",XIII,M00-M99,0,0,0
5370,M00.03,"Staphylococcal Viêm khớp và/hoặc viêm musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn arthritis and đa khớp do tụ cầu khuẩn, and connective tissue s nhiễm sinh mủ polyarthriti",XIII,M00-M99,0,0,0
5371,M00.04,"Staphylococcal Viêm khớp và/hoặc viêm musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn arthritis and đa khớp do tụ cầu khuẩn, and connective tissue s nhiễm sinh mủ polyarthriti",XIII,M00-M99,0,0,0
5372,M00.05,"Staphylococcal Viêm khớp và/hoặc viêm musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn arthritis and đa khớp do tụ cầu khuẩn, and connective tissue s nhiễm sinh mủ polyarthriti",XIII,M00-M99,0,0,0
5373,M00.06,"Staphylococcal Viêm khớp và/hoặc viêm musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn arthritis and đa khớp do tụ cầu khuẩn, and connective tissue s nhiễm sinh mủ polyarthriti",XIII,M00-M99,0,0,0
5374,M00.07,"Staphylococcal Viêm khớp và/hoặc viêm musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn arthritis and đa khớp do tụ cầu khuẩn, and connective tissue s nhiễm sinh mủ polyarthriti",XIII,M00-M99,0,0,0
5375,M00.08,"Staphylococcal Viêm khớp và/hoặc viêm musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn arthritis and đa khớp do tụ cầu khuẩn, and connective tissue s nhiễm sinh mủ polyarthriti",XIII,M00-M99,0,0,0
5376,M00.09,"Staphylococcal Viêm khớp và/hoặc viêm musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn arthritis and đa khớp do tụ cầu khuẩn, and connective tissue s nhiễm sinh mủ polyarthriti",XIII,M00-M99,0,0,0
5377,M00.1,Pneumococcal Viêm khớp và/hoặc viêm M00.1 musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn arthritis and đa khớp do phế cầu khuẩn and connective tissue s nhiễm sinh mủ polyarth,XIII,M00-M99,0,0,0
5378,M00.10,"Pneumococcal Viêm khớp và/hoặc viêm musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn arthritis and đa khớp do phế cầu and connective tissue s nhiễm sinh mủ polyarthritis, khuẩn",XIII,M00-M99,0,0,0
5379,M00.11,"Pneumococcal Viêm khớp và/hoặc viêm musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn arthritis and đa khớp do phế cầu and connective tissue s nhiễm sinh mủ polyarthritis, khuẩn",XIII,M00-M99,0,0,0
5380,M00.12,"Pneumococcal Viêm khớp và/hoặc viêm musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn arthritis and đa khớp do phế cầu and connective tissue s nhiễm sinh mủ polyarthritis, khuẩn",XIII,M00-M99,0,0,0
5381,M00.13,"Pneumococcal Viêm khớp và/hoặc viêm musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn arthritis and đa khớp do phế cầu and connective tissue s nhiễm sinh mủ polyarthritis, khuẩn",XIII,M00-M99,0,0,0
5382,M00.14,"Pneumococcal Viêm khớp và/hoặc viêm musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn arthritis and đa khớp do phế cầu and connective tissue s nhiễm sinh mủ polyarthritis, hand ",XIII,M00-M99,0,0,0
5383,M00.15,"Pneumococcal Viêm khớp và/hoặc viêm musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn arthritis and đa khớp do phế cầu and connective tissue s nhiễm sinh mủ polyarthritis, khuẩn",XIII,M00-M99,0,0,0
5384,M00.16,"Pneumococcal Viêm khớp và/hoặc viêm musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn arthritis and đa khớp do phế cầu and connective tissue s nhiễm sinh mủ polyarthritis, khuẩn",XIII,M00-M99,0,0,0
5385,M00.17,"Pneumococcal Viêm khớp và/hoặc viêm musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn arthritis and đa khớp do phế cầu and connective tissue s nhiễm sinh mủ polyarthritis, ankle",XIII,M00-M99,0,0,0
5386,M00.18,"Pneumococcal Viêm khớp và/hoặc viêm musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn arthritis and đa khớp do phế cầu and connective tissue s nhiễm sinh mủ polyarthritis, other",XIII,M00-M99,0,0,0
5387,M00.19,"Pneumococcal Viêm khớp và/hoặc viêm musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn arthritis and đa khớp do phế cầu and connective tissue s nhiễm sinh mủ polyarthritis, site ",XIII,M00-M99,0,0,0
5388,M00.2,Other Viêm khớp và/hoặc viêm M00.2 musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn streptococcal đa khớp khác do liên cầu and connective tissue s nhiễm sinh mủ arthritis and k,XIII,M00-M99,0,0,0
5389,M00.20,"Other Viêm khớp và/hoặc viêm musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn streptococcal đa khớp khác do liên cầu and connective tissue s nhiễm sinh mủ arthritis and khuẩn, ",XIII,M00-M99,0,0,0
5390,M00.21,"Other Viêm khớp và/hoặc viêm musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn streptococcal đa khớp khác do liên cầu and connective tissue s nhiễm sinh mủ arthritis and khuẩn, ",XIII,M00-M99,0,0,0
5391,M00.22,"Other Viêm khớp và/hoặc viêm musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn streptococcal đa khớp khác do liên cầu and connective tissue s nhiễm sinh mủ arthritis and khuẩn, ",XIII,M00-M99,0,0,0
5392,M00.23,"Other Viêm khớp và/hoặc viêm musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn streptococcal đa khớp khác do liên cầu and connective tissue s nhiễm sinh mủ arthritis and khuẩn, ",XIII,M00-M99,0,0,0
5393,M00.24,"Other Viêm khớp và/hoặc viêm musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn streptococcal đa khớp khác do liên cầu and connective tissue s nhiễm sinh mủ arthritis and khuẩn, ",XIII,M00-M99,0,0,0
5394,M00.25,"Other Viêm khớp và/hoặc viêm musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn streptococcal đa khớp khác do liên cầu and connective tissue s nhiễm sinh mủ arthritis and khuẩn, ",XIII,M00-M99,0,0,0
5395,M00.26,"Other Viêm khớp và/hoặc viêm musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn streptococcal đa khớp khác do liên cầu and connective tissue s nhiễm sinh mủ arthritis and khuẩn, ",XIII,M00-M99,0,0,0
5396,M00.27,"Other Viêm khớp và/hoặc viêm musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn streptococcal đa khớp khác do liên cầu and connective tissue s nhiễm sinh mủ arthritis and khuẩn, ",XIII,M00-M99,0,0,0
5397,M00.28,"Other Viêm khớp và/hoặc viêm musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn streptococcal đa khớp khác do liên cầu and connective tissue s nhiễm sinh mủ arthritis and khuẩn, ",XIII,M00-M99,0,0,0
5398,M00.29,"Other Viêm khớp và/hoặc viêm musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn streptococcal đa khớp khác do liên cầu and connective tissue s nhiễm sinh mủ arthritis and khuẩn, ",XIII,M00-M99,0,0,0
5399,M00.8,"Arthritis and Use additional code Viêm khớp và/hoặc viêm Nếu muốn, có thể M00.8 musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn polyarthritis due (B95-B96), if desired, to đa ",XIII,M00-M99,0,0,0
5400,M00.80,Arthritis and Viêm khớp và/hoặc viêm musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn polyarthritis due đa khớp do tác nhân vi and connective tissue s nhiễm sinh mủ to other sp,XIII,M00-M99,0,0,0
5401,M00.81,Arthritis and Viêm khớp và/hoặc viêm musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn polyarthritis due đa khớp do tác nhân vi and connective tissue s nhiễm sinh mủ to other sp,XIII,M00-M99,0,0,0
5402,M00.82,Arthritis and Viêm khớp và/hoặc viêm musculoskeletal system khớp và mô liên kết arthropathie khớp nhiễm khuẩn polyarthritis due đa khớp do tác nhân vi and connective tissue s nhiễm sinh mủ to other sp,XIII,M00-M99,0,0,0
